WKT,id,nombre,tipo,etapa,etapa_obse,estado,subcategor,calle,altura,calle2,direccion_,barrio,comuna
"POINT (-58.3774361747035 -34.6012057263546)",910,"Espacio Público, Tucumán 744",Espacio Público,Segunda etapa HRL,Abril-17,Disponible,Espacio Público,TUCUMAN,744,,TUCUMAN 744,San Nicolas,Comuna 1
"POINT (-58.372345947187 -34.6045219952732)",909,"Espacio Público, Reconquista 281",Espacio Público,Segunda etapa HRL,Abril-17,Disponible,Espacio Público,RECONQUISTA,281,,RECONQUISTA 281,San Nicolas,Comuna 1
"POINT (-58.3760231693405 -34.6022182134172)",908,"Espacio Público, Lavalle 653",Espacio Público,Segunda etapa HRL,Abril-17,Disponible,Espacio Público,LAVALLE,653,,LAVALLE 653,San Nicolas,Comuna 1
"POINT (-58.3754167577824 -34.5993776284311)",907,"Espacio Público, Florida 746",Espacio Público,Segunda etapa HRL,Abril-17,Disponible,Espacio Público,FLORIDA,746,,FLORIDA 746,San Nicolas,Comuna 1
"POINT (-58.3752536721808 -34.6038317337257)",906,"Espacio Público, Florida 364",Espacio Público,Segunda etapa HRL,Abril-17,Disponible,Espacio Público,FLORIDA,364,,FLORIDA 364,San Nicolas,Comuna 1
"POINT (-58.3751471636619 -34.6060150538409)",905,"Espacio Público, Florida 180",Espacio Público,Segunda etapa HRL,Abril-17,Disponible,Espacio Público,FLORIDA,180,,FLORIDA 180,San Nicolas,Comuna 1
"POINT (-58.4565667863053 -34.6220675517823)",904,"Parques y Plazas, Plaza del Angel Gris",Parques y Plazas,Segunda etapa HRL,Abril-17,Disponible,Parques y Plazas,Donato Alvarez,312,,"ALVAREZ, DONATO, TTE. GRAL. 312",Flores,Comuna 7
"POINT (-58.4951484805537 -34.6706681699885)",903,Portal Inclusivo Villa15,Espacio Público,Segunda etapa HRL,Abril-17,Disponible,Barrio Social,Piedra Buena Av.,3150,,PIEDRA BUENA AV. 3150,Villa Lugano,Comuna 8
"POINT (-58.4909398835094 -34.6748738793432)",902,Capilla San Francisco,Espacio Público,Segunda etapa HRL,Abril-17,Disponible,Espacio Público,Piedra Buena Av.,3400,,PIEDRA BUENA AV. 3400,Villa Lugano,Comuna 8
"POINT (-58.4935939849703 -34.6679461954721)",901,Cancha Mate,Espacio Público,Segunda etapa HRL,Abril-17,Disponible,Barrio Social,"Peron, Eva Av.",6500,,"PERON, EVA AV. 6500",Mataderos,Comuna 9
"POINT (-58.4006152582066 -34.6551832338481)",900,Portal Inclusivo Barrio 2124,Espacio Público,Segunda etapa HRL,Abril-17,Disponible,Barrio Social,Zavaleta,0,Osvaldo Cruz,"ZAVALETA y CRUZ, OSVALDO",Barracas,Comuna 4
"POINT (-58.4018142873376 -34.6551413358855)",899,Plaza Copacabana,Parques y Plazas,Segunda etapa HRL,Abril-17,Disponible,Barrio Social,Iguazu,0,Santo domingo,IGUAZU y SANTO DOMINGO,Nueva Pompeya,Comuna 4
"POINT (-58.4016229487445 -34.6567695273052)",898,Cancha M52,Espacio Público,Segunda etapa HRL,Abril-17,Disponible,Barrio Social,"Cruz, Osvaldo",3751,,"CRUZ, OSVALDO 3751",Barracas,Comuna 4
"POINT (-58.3959540314479 -34.6573783182942)",897,Cancha Changuitos,Espacio Público,Segunda etapa HRL,Abril-17,Disponible,Barrio Social,Lujan,3701,,LUJAN 3701,Barracas,Comuna 4
"POINT (-58.4457558122262 -34.6443969386105)",896,Plaza de la Paz,Parques y Plazas,Segunda etapa HRL,Abril-17,Disponible,Barrio Social,"Castañares Av. y Bonorino, Esteban, Cnel. Av.",0,,"CASTAÑARES AV. y BONORINO, ESTEBAN, CNEL. AV.",Flores,Comuna 7
"POINT (-58.439553939741 -34.6483016854491)",895,Polideportivo Rivadavia,Espacio Público,Segunda etapa HRL,Abril-17,Disponible,Barrio Social,Riestra Av. y Charrua,0,,RIESTRA AV. y CHARRUA,Flores,Comuna 7
"POINT (-58.5080672628557 -34.6186110557655)",894,"Parques y Plazas, Plaza Monseñor Fermín Lafitte",Parques y Plazas,Segunda etapa HRL,Abril-17,Disponible,Parques y Plazas,Arregui,4813,,ARREGUI 4813,Monte Castro,Comuna 10
"POINT (-58.4168064097032 -34.5838660038794)",893,"Parques y Plazas, Jardín Botánico Carlos Thays",Parques y Plazas,Segunda etapa HRL,Abril-17,Disponible,Parques y Plazas,Av. Santa Fe,3799,,SANTA FE AV. 3799,Palermo,Comuna 14
"POINT (-58.3695099295079 -34.6266597826788)",892,"Parques y Plazas, Parque Lezama",Parques y Plazas,Segunda etapa HRL,Abril-17,Disponible,Parques y Plazas,Martin Garcia,300,,"GARCIA, MARTIN AV. 300",Boca,Comuna 4
"POINT (-58.4556639947248 -34.5614729376062)",891,"Parques y Plazas, Plaza Gral. Manuel Belgrano",Parques y Plazas,Segunda etapa HRL,Abril-17,Disponible,Parques y Plazas,VUELTA DE OBLIGADO,0,JURAMENTO AV.,VUELTA DE OBLIGADO y JURAMENTO AV.,Belgrano,Comuna 13
"POINT (-58.3721798970362 -34.6084436906846)",890,"Parques y Plazas, Plaza de Mayo",Parques y Plazas,Segunda etapa HRL,Abril-17,Disponible,Parques y Plazas,"YRIGOYEN, HIPOLITO AV. y DEFENSA",0,,"YRIGOYEN, HIPOLITO AV. y DEFENSA",Monserrat,Comuna 1
"POINT (-58.4727025763016 -34.6550181556125)",888,Portal Inclusivo Boulevard,Espacio Público,Segunda etapa HRL,Abril-17,Disponible,Barrio Social,San Juan Bautista De La Salle,2300,,SAN JUAN BAUTISTA DE LA SALLE AV. 2300,Parque Avellaneda,Comuna 9
"POINT (-58.4475500351133 -34.6487330761571)",887,Portal Inclusivo Varela,Espacio Público,Segunda etapa HRL,Abril-17,Disponible,Espacio Público,Avenida Varela,1881,,VARELA AV. 1881,Flores,Comuna 7
"POINT (-58.4524791418265 -34.664187444596)",886,Piletones,Espacio Público,Segunda etapa HRL,Abril-17,Disponible,Espacio Público,José Barros Pazos,3711,,"BARROS PAZOS, JOSE 3711",Villa Soldati,Comuna 8
"POINT (-58.4516048096453 -34.6610390781556)",885,Polideportivo Piletones,Espacio Público,Segunda etapa HRL,Abril-17,Disponible,Barrio Social,Ana María Janer,3551,,"JANER, ANA MARIA 3551",Villa Soldati,Comuna 8
"POINT (-58.4419567892874 -34.6447398189336)",884,Plaza de los Niños,Parques y Plazas,Segunda etapa HRL,Abril-17,Disponible,Barrio Social,Av. Perito Moreno,2284,,"MORENO, PERITO AV. 2284",Flores,Comuna 7
"POINT (-58.4330810725935 -34.6505134617905)",883,Portal Inclusivo Perito Moreno,Espacio Público,Segunda etapa HRL,Abril-17,Disponible,Barrio Social,Av Perito Moreno y Erezcano,0,,"MORENO, PERITO AV. y EREZCANO",Flores,Comuna 7
"POINT (-58.3857936237705 -34.5811062158408)",881,Plaza de los Gordos,Parques y Plazas,Segunda etapa HRL,Abril-17,Disponible,Barrio Social,GENDARMERIA NACIONAL AV,0,"WALSH, RODOLFO","GENDARMERIA NACIONAL AV. y WALSH, RODOLFO",Retiro,Comuna 1
"POINT (-58.3782636627543 -34.58521363167)",880,Cancha de los Lapices,Espacio Público,Segunda etapa HRL,Abril-17,Disponible,Barrio Social,GENDARMERIA NACIONAL AV,0,"WALSH, RODOLFO","GENDARMERIA NACIONAL AV. y WALSH, RODOLFO",Retiro,Comuna 1
"POINT (-58.4737192592761 -34.6549315302244)",879,Cancha San Juan Bautista,Espacio Público,Segunda etapa HRL,Abril-17,Disponible,Barrio Social,Av. San Juan Bautista de la Salle,2300,,SAN JUAN BAUTISTA DE LA SALLE AV. 2300,Parque Avellaneda,Comuna 9
"POINT (-58.4681853160553 -34.6736087863691)",878,Cancha Los Huerfanos,Espacio Público,Segunda etapa HRL,Abril-17,Disponible,Barrio Social,Miralla,3901,,MIRALLA 3901,Villa Lugano,Comuna 8
"POINT (-58.4604470897898 -34.6720558570794)",877,Portal Inclusivo Manzana 30,Parques y Plazas,Segunda etapa HRL,Abril-17,Disponible,Barrio Social,Av Escalada,3800,,ESCALADA AV. 3800,Villa Soldati,Comuna 8
"POINT (-58.4566955503056 -34.6595317332222)",876,Plaza Lacarra y Somellera,Parques y Plazas,Segunda etapa HRL,Abril-17,Disponible,Barrio Social,Lacarra y Somellera,0,,LACARRA AV. y SOMELLERA,Villa Soldati,Comuna 8
"POINT (-58.4546894652423 -34.6559475402155)",875,Portal Inclusivo Carrillo,Espacio Público,Segunda etapa HRL,Abril-17,Disponible,Barrio Social,Mariano Acosta y Pasaje I,0,,"ACOSTA, MARIANO y PASAJE I",Villa Soldati,Comuna 8
"POINT (-58.447319580903 -34.6608216129425)",874,Plaza Fatima,Parques y Plazas,Segunda etapa HRL,Abril-17,Disponible,Barrio Social,Pergamino y Chilavert,0,,"PERGAMINO y CHILAVERT, MARTINIANO, CORONEL",Villa Soldati,Comuna 8
"POINT (-58.4427655859776 -34.6646367234479)",873,Plaza NIDO Soldati,Parques y Plazas,Segunda etapa HRL,Abril-17,Disponible,Barrio Social,Corrales y Mariano Acosta,0,,"CORRALES y ACOSTA, MARIANO",Villa Soldati,Comuna 8
"POINT (-58.4706437710098 -34.6556670516434)",872,Plaza La Salle,Parques y Plazas,Segunda etapa HRL,Abril-17,Disponible,Barrio Social,Av de La Salle y Dellepiane,0,,"SAN JUAN BAUTISTA DE LA SALLE AV. y DELLEPIANE, LUIS, TTE. GRAL.",Parque Avellaneda,Comuna 9
"POINT (-58.5079225060594 -34.634223707993)",870,"Parques y Plazas, Parque Derechos del Hombre",Parques y Plazas,Segunda etapa HRL,Enero-1,Disponible,Parques y Plazas,Margariños cervantes,5500,,"MAGARIÑOS CERVANTES, A. 5500",Villa Luro,Comuna 10
"POINT (-58.4675159067106 -34.6105107208822)",866,"Parques y Plazas, Plaza Dr. Roque Saenz Peña",Parques y Plazas,Segunda etapa HRL,Diciembre-1,Disponible,Parques y Plazas,andres lamas,1641,,"LAMAS, ANDRES 1641",Villa Gral. Mitre,Comuna 11
"POINT (-58.449048797335 -34.6643332857)",865,"Metrobus Sur Fernandez de la Cruz, Estación Laguna",Metrobus,Segunda etapa HRL,Octubre-31,Disponible,Sur Fernandez de la Cruz,FERNANDEZ DE LA CRUZ,3550,,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 3550",Villa Soldati,Comuna 8
"POINT (-58.4663787299824 -34.6946192068142)",863,"Metrobus Sur Roca, Estación Piedra Buena",Metrobus,Segunda etapa HRL,Diciembre-1,Disponible,Sur Roca,Av. Cnel Roca,6537,,"ROCA, CNEL. AV. 6537",Villa Riachuelo,Comuna 8
"POINT (-58.4161079790344 -34.5725761921847)",862,"Parques y Plazas, Rosedal",Parques y Plazas,Segunda etapa HRL,Diciembre-1,Disponible,Parques y Plazas,Libertador,3752,,DEL LIBERTADOR AV. 3752,Palermo,Comuna 14
"POINT (-58.4127293678925 -34.6222987072532)",861,"Parques y Plazas, Plaza Mariano Boedo",Parques y Plazas,Segunda etapa HRL,Diciembre-1,Disponible,Parques y Plazas,Carlos Calvo,3347,,"CALVO, CARLOS 3347",Boedo,Comuna 5
"POINT (-58.4545834987727 -34.6235801520302)",856,"Espacio Público, Patio de los Lecheros 1",Espacio Público,Segunda etapa HRL,Diciembre-1,Disponible,Espacio Público,Av. Donato Alvarez y Bacacay,0,,"ALVAREZ, DONATO, TTE. GRAL. y BACACAY",Flores,Comuna 7
"POINT (-58.4329227958166 -34.6176728727052)",855,"Parques y Plazas, Parque Rivadavia",Parques y Plazas,Segunda etapa HRL,Diciembre-1,Disponible,Parques y Plazas,Rivadavia,4800,,RIVADAVIA AV. 4800,Caballito,Comuna 6
"POINT (-58.4771047729227 -34.5696510692025)",854,"Parques y Plazas, Plaza Paseo de la Paz",Parques y Plazas,Segunda etapa HRL,Diciembre-1,Disponible,Parques y Plazas,Monroe,4200,,MONROE 4200,Villa Urquiza,Comuna 12
"POINT (-58.5222113648065 -34.6124967953478)",853,"Parques y Plazas, Plaza El Maestro",Parques y Plazas,Segunda etapa HRL,Diciembre-1,Disponible,Parques y Plazas,Av. Francisco beiro,5100,,"BEIRO, FRANCISCO AV. 5100",Villa Devoto,Comuna 11
"POINT (-58.4821591491689 -34.6357213586516)",852,"Parques y Plazas, Plaza Cnel. Ramón L. Falcón",Parques y Plazas,Segunda etapa HRL,Diciembre-1,Disponible,Parques y Plazas,"FALCON, RAMON L.",3900,,"FALCON, RAMON L.,CNEL. 3900",Floresta,Comuna 10
"POINT (-58.4894086324604 -34.5719170340178)",851,"Parques y Plazas, Plaza Echeverría",Parques y Plazas,Segunda etapa HRL,Diciembre-1,Disponible,Parques y Plazas,cullen,5000,,CULLEN 5000,Villa Urquiza,Comuna 12
"POINT (-58.5278667116366 -34.6202032098856)",850,"Parques y Plazas, Plaza Villa Real",Parques y Plazas,Segunda etapa HRL,Diciembre-1,Disponible,Parques y Plazas,irigoyen,2300,,IRIGOYEN 2300,Villa Real,Comuna 10
"POINT (-58.5180714512038 -34.6108340378158)",849,"Parques y Plazas, Plaza Tte. Gral. Pablo Ricchieri",Parques y Plazas,Segunda etapa HRL,Diciembre-1,Disponible,Parques y Plazas,quevedo,3400,,QUEVEDO 3400,Villa Devoto,Comuna 11
"POINT (-58.5093298300042 -34.639245132272)",848,"Parques y Plazas, Plaza Ejército de los Andes",Parques y Plazas,Segunda etapa HRL,Diciembre-1,Disponible,Parques y Plazas,Rivadavia,10300,,RIVADAVIA AV. 10300,Villa Luro,Comuna 10
"POINT (-58.4931035247884 -34.6053299736333)",847,"Parques y Plazas, Plaza Aristóbulo del Valle 1",Parques y Plazas,Segunda etapa HRL,Diciembre-1,Disponible,Parques y Plazas,baigorria,3200,,BAIGORRIA 3200,Villa Del Parque,Comuna 11
"POINT (-58.4750490254175 -34.5737506020877)",846,"Parques y Plazas, Plaza Gral. J. M. Zapiola",Parques y Plazas,Segunda etapa HRL,Diciembre-1,Disponible,Parques y Plazas,echeverria,4300,,ECHEVERRIA 4300,Villa Urquiza,Comuna 12
"POINT (-58.4612445434234 -34.689968219805)",845,"Metrobus Sur Roca, Estación Soldado de la Frontera",Metrobus,Segunda etapa HRL,Diciembre-1,Disponible,Sur Roca,Av. Coronel Roca,5762,,"ROCA, CNEL. AV. 5762",Villa Riachuelo,Comuna 8
"POINT (-58.423172983957 -34.6431127883232)",844,"Metrobus Sur Fernandez de la Cruz, Estación Av. La Plata",Metrobus,Segunda etapa HRL,Diciembre-1,Disponible,Sur Fernandez de la Cruz,av. cruz,950,,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 950",Nueva Pompeya,Comuna 4
"POINT (-58.5011260968973 -34.5907884244905)",842,"Parques y Plazas, Plaza Martín Rodríguez",Parques y Plazas,Segunda etapa HRL,Diciembre-1,Disponible,Parques y Plazas,habana,3052,,HABANA 3052,Villa Pueyrredon,Comuna 12
"POINT (-58.4533397490419 -34.569737005645)",841,"Parques y Plazas, Plaza Juan José Paso",Parques y Plazas,Segunda etapa HRL,Diciembre-1,Disponible,Parques y Plazas,moldes,1400,,MOLDES 1400,Colegiales,Comuna 13
"POINT (-58.4773533442964 -34.5440965802487)",840,"Parques y Plazas, Plaza Benjamín Vicuña Mackenna",Parques y Plazas,Segunda etapa HRL,Diciembre-1,Disponible,Parques y Plazas,Cramer,4449,,CRAMER 4449,Saavedra,Comuna 12
"POINT (-58.4472283795706 -34.5688613693903)",839,"Metrobus Norte, Estación Aguilar",Metrobus,Segunda etapa HRL,Diciembre-1,Disponible,Norte,Av. Cabildo,1100,,CABILDO AV. 1100,Colegiales,Comuna 13
"POINT (-58.440256735853 -34.5723436926908)",838,"Metrobus Norte, Estación Matienzo",Metrobus,Segunda etapa HRL,Diciembre-1,Disponible,Norte,Av. Cabildo,300,,CABILDO AV. 300,Palermo,Comuna 14
"POINT (-58.4412022798191 -34.5718130772258)",837,"Metrobus Norte, Estación Jorge Newbery",Metrobus,Segunda etapa HRL,Diciembre-1,Disponible,Norte,Av. Cabildo,390,,CABILDO AV. 390,Palermo,Comuna 14
"POINT (-58.5261138791991 -34.638268043453)",836,"Metrobus Juan B. Justo, Estación Liniers",Metrobus,Segunda etapa HRL,2015,Disponible,Juan B. Justo,Francisco de viedma,6850,,"VIEDMA, FRANCISCO DE 6850",Liniers,Comuna 9
"POINT (-58.442239728487 -34.5713263210616)",835,"Metrobus Norte, Estación Maure",Metrobus,Segunda etapa HRL,Diciembre-1,Disponible,Norte,Av. Cabildo,450,,CABILDO AV. 450,Colegiales,Comuna 13
"POINT (-58.5139111082032 -34.6334569239729)",834,"Metrobus Juan B. Justo, Estación Polideportivo Vélez Sarsfield",Metrobus,Segunda etapa HRL,2015,Disponible,Juan B. Justo,Av. Juan B. Justo,0,Juan Agustin García,"JUSTO, JUAN B. AV. y GARCIA, JUAN AGUSTIN",Versalles,Comuna 10
"POINT (-58.4430431552329 -34.5709278181187)",833,"Metrobus Norte, Estación Gorostiaga",Metrobus,Segunda etapa HRL,Diciembre-1,Disponible,Norte,Av. Cabildo,550,,CABILDO AV. 550,Colegiales,Comuna 13
"POINT (-58.4445024574361 -34.5701082825906)",832,"Metrobus Norte, Estación Olleros",Metrobus,Segunda etapa HRL,Diciembre-1,Disponible,Norte,Av. Cabildo,800,,CABILDO AV. 800,Colegiales,Comuna 13
"POINT (-58.4463783115367 -34.5691810136158)",831,"Metrobus Norte, Estación Teodoro Garcia",Metrobus,Segunda etapa HRL,Diciembre-1,Disponible,Norte,Av. Cabildo,0,palpa,CABILDO AV. y PALPA,Colegiales,Comuna 13
"POINT (-58.5067279413042 -34.6343401243604)",830,"Metrobus Juan B. Justo, Estación Cortina",Metrobus,Segunda etapa HRL,2015,Disponible,Juan B. Justo,Av. Juan B. Justo,0,Cortina,"JUSTO, JUAN B. AV. y CORTINA",Villa Luro,Comuna 10
"POINT (-58.5010440879522 -34.632208354416)",829,"Metrobus Juan B. Justo, Estación Av. Lope de Vega",Metrobus,Segunda etapa HRL,2015,Disponible,Juan B. Justo,Av. Juan B. Justo,0,Av. Lope de Vega,"JUSTO, JUAN B. AV. y LOPE DE VEGA AV.",Villa Luro,Comuna 10
"POINT (-58.4948524225799 -34.6295344574075)",828,"Metrobus Juan B. Justo, Estación Av. Carrasco",Metrobus,Segunda etapa HRL,2015,Disponible,Juan B. Justo,Av. Juan B. Justo,0,Av. Carrasco,"JUSTO, JUAN B. AV. y CARRASCO AV.",Velez Sarsfield,Comuna 10
"POINT (-58.4910946618592 -34.6270101756477)",827,"Metrobus Juan B. Justo, Estación Av. Segurola",Metrobus,Segunda etapa HRL,2015,Disponible,Juan B. Justo,Av. Juan B. Justo,0,Av. Segurola,"JUSTO, JUAN B. AV. y SEGUROLA AV.",Velez Sarsfield,Comuna 10
"POINT (-58.4859233245498 -34.6251429839953)",826,"Metrobus Juan B. Justo, Estación Chivilcoy",Metrobus,Segunda etapa HRL,2015,Disponible,Juan B. Justo,Av. Juan B. Justo,0,Chivilcoy,"JUSTO, JUAN B. AV. y CHIVILCOY",Floresta,Comuna 10
"POINT (-58.4808171285285 -34.6220407598444)",825,"Metrobus Juan B. Justo, Estación Concordia",Metrobus,Segunda etapa HRL,2015,Disponible,Juan B. Justo,Av. Juan B. Justo,0,Concordia,"JUSTO, JUAN B. AV. y CONCORDIA",Villa Santa Rita,Comuna 11
"POINT (-58.4467701597751 -34.5689875341135)",824,"Metrobus Norte, Estación Palpa",Metrobus,Segunda etapa HRL,Diciembre-1,Disponible,Norte,Av. Cabildo,1050,,CABILDO AV. 1050,Colegiales,Comuna 13
"POINT (-58.4760960455675 -34.618101861621)",823,"Metrobus Juan B. Justo, Estación Av. Nazca",Metrobus,Segunda etapa HRL,2015,Disponible,Juan B. Justo,Av. Juan B. Justo,0,Av. Nazca,"JUSTO, JUAN B. AV. y NAZCA AV.",Villa Santa Rita,Comuna 11
"POINT (-58.44864520973 -34.5681157528464)",822,"Metrobus Norte, Estación Céspedes",Metrobus,Segunda etapa HRL,Diciembre-1,Disponible,Norte,Av. Cabildo,1250,,CABILDO AV. 1250,Colegiales,Comuna 13
"POINT (-58.4722527834405 -34.6138238785238)",821,"Metrobus Juan B. Justo, Estación Artigas",Metrobus,Segunda etapa HRL,2015,Disponible,Juan B. Justo,Av. Juan B. Justo,0,Artigas,"JUSTO, JUAN B. AV. y ARTIGAS, JOSE GERVASIO, GRAL.",Villa Gral. Mitre,Comuna 11
"POINT (-58.467848324634 -34.6113032037563)",820,"Metrobus Juan B. Justo, Estación Boyaca",Metrobus,Segunda etapa HRL,2015,Disponible,Juan B. Justo,Av. Juan B. Justo,0,Boyaca,"JUSTO, JUAN B. AV. y BOYACA",Villa Gral. Mitre,Comuna 11
"POINT (-58.4627049858066 -34.6073724573593)",819,"Metrobus Juan B. Justo, Estación Av. Donato Alvarez",Metrobus,Segunda etapa HRL,2015,Disponible,Juan B. Justo,Av. Juan B. Justo,0,Av. Donato Alvarez,"JUSTO, JUAN B. AV. y ALVAREZ, DONATO, TTE. GRAL.",Villa Gral. Mitre,Comuna 11
"POINT (-58.4490281715771 -34.5677946028092)",818,"Metrobus Norte, Estación Zabala",Metrobus,Segunda etapa HRL,Diciembre-1,Disponible,Norte,Av. Cabildo,0,Zabala,CABILDO AV. y ZABALA,Colegiales,Comuna 13
"POINT (-58.4584744779847 -34.6044913354846)",817,"Metrobus Juan B. Justo, Estación Av. San Martín",Metrobus,Segunda etapa HRL,2015,Disponible,Juan B. Justo,Av. Juan B. Justo,0,Av. San Martín,"JUSTO, JUAN B. AV. y SAN MARTIN AV.",Villa Crespo,Comuna 15
"POINT (-58.4520531334193 -34.6001200012005)",816,"Metrobus Juan B. Justo, Estación Av. Honorio Pueyrredon",Metrobus,Segunda etapa HRL,2015,Disponible,Juan B. Justo,Av. Juan B. Justo,0,Av. Honorio Pueyrredon,"JUSTO, JUAN B. AV. y PUEYRREDON, HONORIO, DR. AV.",Villa Crespo,Comuna 15
"POINT (-58.4497638164836 -34.5673874954201)",815,"Metrobus Norte, Estación Virrey Loreto",Metrobus,Segunda etapa HRL,Diciembre-1,Disponible,Norte,cabildo,1300,,CABILDO AV. 1300,Colegiales,Comuna 13
"POINT (-58.4517034037476 -34.5664708446846)",814,"Metrobus Norte, Estación Virrey Arredondo",Metrobus,Segunda etapa HRL,Diciembre-1,Disponible,Norte,cabildo,1500,,CABILDO AV. 1500,Colegiales,Comuna 13
"POINT (-58.4476909156459 -34.5970912407718)",813,"Metrobus Juan B. Justo, Estación Murillo",Metrobus,Segunda etapa HRL,2015,Disponible,Juan B. Justo,Av. Juan B. Justo,0,Murillo,"JUSTO, JUAN B. AV. y MURILLO",Villa Crespo,Comuna 15
"POINT (-58.4528479723494 -34.5658788154397)",812,"Metrobus Norte, Estación Virrey del Pino",Metrobus,Segunda etapa HRL,Diciembre-1,Disponible,Norte,cabildo,1600,,CABILDO AV. 1600,Colegiales,Comuna 13
"POINT (-58.4547024389101 -34.5644376778444)",811,"Metrobus Norte, Estación La Pampa",Metrobus,Segunda etapa HRL,Diciembre-1,Disponible,Norte,cabildo,1800,,CABILDO AV. 1800,Belgrano,Comuna 13
"POINT (-58.4407040171449 -34.5922664115843)",810,"Metrobus Juan B. Justo, Estación Aguirre",Metrobus,Segunda etapa HRL,2015,Disponible,Juan B. Justo,Av. Juan B. Justo,2201,,"JUSTO, JUAN B. AV. 2201",Villa Crespo,Comuna 15
"POINT (-58.4553926877815 -34.5634328923239)",809,"Metrobus Norte, Estación Sucre",Metrobus,Segunda etapa HRL,Diciembre-1,Disponible,Norte,cabildo,1900,,CABILDO AV. 1900,Belgrano,Comuna 13
"POINT (-58.4347519703331 -34.585371950978)",808,"Metrobus Juan B. Justo, Estación Honduras",Metrobus,Segunda etapa HRL,2015,Disponible,Juan B. Justo,Av. Juan B. Justo,1501,,"JUSTO, JUAN B. AV. 1501",Palermo,Comuna 14
"POINT (-58.4570019754503 -34.5615801749636)",807,"Metrobus Norte, Estación Juramento",Metrobus,Segunda etapa HRL,Diciembre-1,Disponible,Norte,cabildo,2100,,CABILDO AV. 2100,Belgrano,Comuna 13
"POINT (-58.4579413085158 -34.5606562302065)",806,"Metrobus Norte, Estación Mendoza",Metrobus,Segunda etapa HRL,Diciembre-1,Disponible,Norte,cabildo,2100,,CABILDO AV. 2100,Belgrano,Comuna 13
"POINT (-58.4300283642842 -34.5818663181463)",805,"Metrobus Juan B. Justo, Estación Guatemala",Metrobus,Segunda etapa HRL,2015,Disponible,Juan B. Justo,Av. Juan B. Justo,1000,,"JUSTO, JUAN B. AV. 1000",Palermo,Comuna 14
"POINT (-58.4586264520722 -34.5596770916589)",804,"Metrobus Norte, Estación Olazabal",Metrobus,Segunda etapa HRL,Diciembre-1,Disponible,Norte,cabildo,2200,,CABILDO AV. 2200,Belgrano,Comuna 13
"POINT (-58.4265278412909 -34.5775886031066)",803,"Metrobus Juan B. Justo, Estación Pacífico",Metrobus,Segunda etapa HRL,2015,Disponible,Juan B. Justo,"Bullrich, Int. Av.",600,,"BULLRICH, INT. AV. 600",Palermo,Comuna 14
"POINT (-58.4597790628436 -34.5585422586109)",802,"Metrobus Norte, Estación Blanco Encalada",Metrobus,Segunda etapa HRL,Diciembre-1,Disponible,Norte,cabildo,2400,,CABILDO AV. 2400,Belgrano,Comuna 13
"POINT (-58.4602896095604 -34.5579693044523)",801,"Metrobus Norte, Estación Monroe",Metrobus,Segunda etapa HRL,Diciembre-1,Disponible,Norte,cabildo,2500,,CABILDO AV. 2500,Belgrano,Comuna 13
"POINT (-58.4295512754752 -34.6599169549597)",800,"Metrobus Sur Roca, Estación Berg",Metrobus,Segunda etapa HRL,Octubre-31,Disponible,Sur Roca,Francisco Rabanal,2331,,"RABANAL, FRANCISCO, INTENDENTE AV. 2331",Villa Soldati,Comuna 8
"POINT (-58.4330133873029 -34.6615026169915)",799,"Metrobus Sur Roca, Estación Varela",Metrobus,Segunda etapa HRL,Octubre-31,Disponible,Sur Roca,Francisco Rabanal,2657,,"RABANAL, FRANCISCO, INTENDENTE AV. 2657",Villa Soldati,Comuna 8
"POINT (-58.4424395361609 -34.6593116247047)",798,"Metrobus Sur Fernandez de la Cruz, Estación La Fuente",Metrobus,Segunda etapa HRL,Octubre-31,Disponible,Sur Fernandez de la Cruz,FERNANDEZ DE LA CRUZ,2974,,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 2974",Villa Soldati,Comuna 8
"POINT (-58.3960629914119 -34.6279558325374)",797,"Metrobus Sur Fernandez de la Cruz, Estación Pichincha",Metrobus,Segunda etapa HRL,Octubre-31,Disponible,Sur Fernandez de la Cruz,Av. Juan de Garay,2275,,"GARAY, JUAN DE AV. 2275",San Cristobal,Comuna 3
"POINT (-58.4193260932927 -34.6400500504431)",796,"Metrobus Sur Fernandez de la Cruz, Estación Caseros",Metrobus,Segunda etapa HRL,Octubre-31,Disponible,Sur Fernandez de la Cruz,Av.Chiclana,3929,,CHICLANA AV. 3929,Nueva Pompeya,Comuna 4
"POINT (-58.4279327433962 -34.6475291545269)",795,"Metrobus Sur Fernandez de la Cruz, Estación Del Barco Centenera",Metrobus,Segunda etapa HRL,Octubre-31,Disponible,Sur Fernandez de la Cruz,FERNANDEZ DE LA CRUZ,1469,,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 1469",Nueva Pompeya,Comuna 4
"POINT (-58.4377996811463 -34.6556557629657)",794,"Metrobus Sur Fernandez de la Cruz, Estación Varela",Metrobus,Segunda etapa HRL,Octubre-31,Disponible,Sur Fernandez de la Cruz,FERNANDEZ DE LA CRUZ,2502,,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 2502",Villa Soldati,Comuna 8
