object,long,lat,name,comune
social organization,-58.5012350451681,-34.6618129978647,Comisaría 42,9
social organization,-58.4763010402294,-34.641479242705,Comisaría 40,9
social organization,-58.383736430457,-34.5809497139368,Club Social y Deportivo El Campito,1
social organization,-58.4337645120055,-34.6502485864787,"Centro de Acceso a la Justicia (CAJ) - VILLA 1.11.14, Ministerio de Justicia y Derechos Humanos, Presidencia de la Nacion",7
social organization,-58.3856024826629,-34.578442703761,Plan AHÍ,1
social organization,-58.3803655553289,-34.5840619799681,Plan AHÍ,1
social organization,-58.3796395888609,-34.5846702047638,Oratorio del Gauchito Gil,1
social organization,-58.376646033147,-34.5872913186219,Capilla Virgen de Guadalupe,1
social organization,-58.3821106068696,-34.5828822515841,Capilla Virgen de Caacupe,1
social organization,-58.3866957584068,-34.5806901734221,Capilla Virgen de Lujan,1
social organization,-58.3784918188406,-34.5831006625163,Capilla Nuestra Señora del Rosario,1
social organization,-58.3884863191734,-34.5767940510792,Parroquia Cristo Obrero,2
social organization,-58.3802143346842,-34.5826736523398,Fundación El Pobre de Asís,1
social organization,-58.3800399553559,-34.5826645199109,Asociación Civil Madres Solas y Adolescentes,1
social organization,-58.3804651051927,-34.5825850979863,Comedor Comunitario Nuestros Derechos,1
social organization,-58.5133960980359,-34.6437511181046,"Defensoría Zonal Comuna Nº 9 del Consejo de Derechos Niñas, Niños y Adolescentes",9
social organization,-58.3811179605706,-34.5822167762148,Centro de Acción Familiar,1
social organization,-58.3884246466715,-34.5769060507546,Centro de Acceso a la Justicia,2
social organization,-58.3787807856647,-34.5829667446584,Centro de Acceso a la Justicia,1
social organization,-58.3794043210156,-34.5827045520655,Merendero Virgen de Urkupiña,1
social organization,-58.3836164342676,-34.5810623169345,Cooperativa de Trabajo Renacer,1
social organization,-58.3856777114659,-34.5795942787433,Comedor Comunitario El Arca de Noé,1
social organization,-58.3858087925446,-34.5792743481436,Comedor Comunitario Padre Mugica,1
social organization,-58.3819808690499,-34.5817923184703,Centro Comunitario Estrella de Belén,1
social organization,-58.3819109064078,-34.5818111208488,La Nueva Estrella de Belén,1
social organization,-58.3800191566419,-34.5827922051705,Cooperativa de Trabajo Cristo Obrero,1
social organization,-58.3804324027978,-34.5825231978451,Centro Madre de la Esperanza,1
social organization,-58.3777452102698,-34.5838687432888,Cooperativa de Trabajo Unión y Trabajo,1
social organization,-58.3814700882489,-34.583512362191,"Asociación Civil, Deportiva y Recreativa por el Futuro de los Chicos",1
social organization,-58.3855018475746,-34.5813872350059,Cooperativa Centro Jujeño,1
social organization,-58.3870306733232,-34.5803424235108,Cooperativa Banderas Unidas Limitada,1
social organization,-58.3794647139053,-34.5843224745811,Comedor Israel,1
social organization,-58.3846402713515,-34.5817841324051,Cooperativa de trabajo Nuevo Retiro Ltda.,1
social organization,-58.3795134492264,-34.5860175375659,Comedor Jesús Obrero,1
social organization,-58.3786514689652,-34.5857104557699,Merendero Dios es Amor,1
social organization,-58.3793807204185,-34.5850772146006,Merendero Los Pibes de la Palmera,1
social organization,-58.3802448511876,-34.5848822134118,Mamita Irma,1
social organization,-58.385310903368,-34.5814239812981,Comedor Virgen del Valle,1
social organization,-58.3882830996504,-34.5797613890443,Comedor Che Guevara,1
social organization,-58.3858432583008,-34.5810581944128,Comedor Los Pichones,1
social organization,-58.3806272915804,-34.583461480468,Mujeres Trabajando por un Futuro,1
social organization,-58.3789507623121,-34.5842224115533,Comedor Sinaí,1
social organization,-58.3776734057721,-34.5840466124516,Cooperativa Don Martín Güemes,1
social organization,-58.3815440539127,-34.5826655293158,Merendero de Autopista,1
social organization,-58.3798431781289,-34.5832593403138,Comedor San Cayetano,1
social organization,-58.3786501494069,-34.5828123091932,CeSAC Nº 21 Anexo,1
social organization,-58.3778491737487,-34.5830461307194,Jardín Cristo Obrero,1
social organization,-58.3786229329716,-34.582780739865,Comedor Infantil Martín de Güemes,1
social organization,-58.3785793494783,-34.5827671881554,Guardería Nuestra Señora del Rosario,1
social organization,-58.3789703537954,-34.5841331463794,Comedor San Martín,1
social organization,-58.3780325800375,-34.5845471641161,Familiares y Víctimas de las drogas / Asociación Civil Sí a la Vida,1
social organization,-58.3875747467143,-34.5788923333877,Merendero Virgen Desatanudos,1
social organization,-58.3874007077524,-34.5785136188699,Cooperativa de Trabajo Asociación Civil Vecinos Históricos de Villa 31,1
social organization,-58.3764550068191,-34.5847939801165,FM 88.1 El Milenio Continúa,1
social organization,-58.386995023981,-34.5811945552795,Cooperativa de Trabajo Nuevo Horizonte Limitada,1
social organization,-58.3858319569273,-34.5820553223682,Comedor San Nicolás,1
social organization,-58.3764312045388,-34.5847759111441,Asociación Civil Los Principitos de Retiro,1
social organization,-58.3762737491901,-34.5838792022061,Comunidad Organizada,1
social organization,-58.3836098461799,-34.5829744609903,Merendero Esperanza,1
social organization,-58.493600063796,-34.6700759059028,Capilla Virgen de Luján,8
social organization,-58.4903724137955,-34.6689615188875,Parroquia Nuestra Señora del Carmen,8
social organization,-58.4909518288881,-34.6726852036517,Centro Recreativo Deportivo Villa 15,8
social organization,-58.4931194290343,-34.6697284343574,Asociación Civil Manitos Solidarias,8
social organization,-58.4889238797747,-34.673312152131,Comedor Horas Felices,8
social organization,-58.4430379894753,-34.6649098702007,Centro de Educación no Formal- Centro Corrales,8
social organization,-58.4563431157299,-34.6561886534186,Centro Educativo Comunitario Carrillo,8
social organization,-58.4921993787271,-34.6670885439138,Centro Popular Mataderos,8
social organization,-58.4910460650057,-34.6664954942579,Centro de Educacion No Formal - Centro CONVIVEN,8
social organization,-58.4691260654563,-34.6705677783542,Centro de Educación No Formal Caritas Lugano (Centro Misionero Niño Jesús),8
social organization,-58.4907267431262,-34.6720648899184,"Mi Segunda Casa"", Centro de jubilados",8
social organization,-58.3728079803942,-34.6224093148317,"Carreras de Formación Docente niveles inicial, primario y superior",1
social organization,-58.4059701918484,-34.5927774905587,Instituto de Formación Técnica Superior - ITLyR,2
social organization,-58.4902193882926,-34.6691119125118,"Farmacia de Cáritas, Iglesia Nuestra Señora del Carmen",8
social organization,-58.3746050500764,-34.6135210754977,Instituto de Formación Técnica Superior N° 28,1
social organization,-58.3875722381389,-34.6144911362919,Instituto de Formación Técnica Superior N° 22,1
social organization,-58.3853242837831,-34.5928575528294,Instituto de Formación Técnica Superior N° 14,1
social organization,-58.3914186068813,-34.6003707379318,Instituto de Formación Técnica Superior N° 5,1
social organization,-58.3792300438084,-34.6000897817096,Instituto de Formación Técnica Superior Nº 12,1
social organization,-58.379274130058,-34.6001548058749,Instituto Superior de Formación Técnica Nº 17,1
social organization,-58.3754185173471,-34.5831177041696,CeSAC N° 21,1
social organization,-58.4741894995008,-34.6457793122951,Servicio Social Zonal Nº 9,9
social organization,-58.4907495963979,-34.6709165499246,Guardería de la Iglesia Ntra. Sra. del Carmen,8
social organization,-58.4904658319308,-34.6690325305495,"Juegoteca Aventurera, de la Iglesia Ntra. Sra. del Carmen",8
social organization,-58.4488230488253,-34.6622120441335,CIAC Lugano - Escuela de Reingreso EMEM Nº 5,8
social organization,-58.4792876499729,-34.650018539106,Centro de Día Nº 12 Parque Avellaneda (Club de Fin de Semana),9
social organization,-58.4912683698237,-34.6781200426238,Centro de Día Nº 10 Piedrabuena,8
social organization,-58.4876023085964,-34.6834707497281,Juegoteca San Cayetano,8
social organization,-58.493154889513,-34.6700287828578,Juegoteca La Voluntad del Cielo,8
social organization,-58.5009500321407,-34.6709547012241,Centro de Desarrollo Infantil (CEDIS) Piedrabuena,9
social organization,-58.4654955180203,-34.687205543872,Casa de los Niños y de los Adolescentes de Lugano,8
social organization,-58.4552742963876,-34.6570317048312,Centro de Primera Infancia (CPI) Tiempos de Compartir,8
social organization,-58.4727248517406,-34.6794217604028,Centro de Primera Infancia (CPI) Rayito de Esperanza,8
social organization,-58.4389670122964,-34.6607248707627,"Centro de Primera Infancia ""Casita San Jose""",8
social organization,-58.4938434182965,-34.669614761184,Elefante Negro estampados,8
social organization,-58.4935468706477,-34.6705081562921,Radio La Milagrosa,8
social organization,-58.5017819762263,-34.6679208459896,Club Liberal,9
social organization,-58.4924193629104,-34.6687061118789,Por Amor a Axel,8
social organization,-58.5002577016866,-34.6689354370278,Centro de Formación Profesional Nº 4,9
social organization,-58.4914213537115,-34.6740138048878,Capilla San Francisco,8
social organization,-58.4512026610782,-34.6591063106331,Centro Cultural Entre Todos,8
social organization,-58.4047546747868,-34.6547301409676,"Centro de Desarrollo Infantil, CeDis Barrio Espora",4
social organization,-58.4752278819722,-34.6587357196081,Cooperativa Wara Wara,9
social organization,-58.4575078464397,-34.6721164079767,"Centro de Salud Integral ""Cecilia Grierson""",8
social organization,-58.450696482009,-34.6560017214448,Traskarton,8
social organization,-58.4601828279327,-34.6417403101169,Defensoría Comuna 7,7
social organization,-58.3771611251796,-34.6231792994111,Servicio Social Zonal Nº 1,1
social organization,-58.451676315616,-34.6790711075363,Servicio Social Zonal Nº 9,8
social organization,-58.4673582934225,-34.6782204756266,Centro de Acción Familiar (CAF) Bartolomé Mitre,8
social organization,-58.4898603142399,-34.6761109833713,"Centro de Acción Familiar, CAF Nº 8",8
social organization,-58.4414750012,-34.6435785016659,"Centro de Acción Familiar, CAF 3",7
social organization,-58.4389880865453,-34.6656369670732,Programa PROSUR Hábitat,8
social organization,-58.387955465606,-34.6036948080473,"Defensoria Comuna 1, Consejo de Derechos de Niños, Niñas y Adolescentes",1
social organization,-58.4328587459361,-34.6480670218076,"Club de Chicos Bajo Flores, EMEM Nº 3 D.E. 19 ""Prof. Carlos Geniso""",7
social organization,-58.4970762537057,-34.6688453309225,"Club de Chicos Mataderos, Escuela Nº 19 D.E. 20 ""Roma""",9
social organization,-58.3710077249881,-34.5892175208739,"Club de Jóvenes Retiro, EEM Nº 6 D.E. 1 ""Padre Carlos Mugica""",1
social organization,-58.4430202948646,-34.6649959542345,"Club de Jóvenes Soldati, Esc. Jornada Simple Nº 18",8
social organization,-58.4864903910786,-34.676060306025,"Club de Jóvenes de Mataderos, EMEM  Nº 2 D.E. 20",8
social organization,-58.4693803861171,-34.6718079554942,"Club de Jóvenes Lugano, Escuela N° 4 DE 21",8
social organization,-58.4634054519544,-34.685304096909,Club de Jovenes Deportivos,8
social organization,-58.4486244693237,-34.6623498505971,"Club de Jóvenes Jauretche, Escuela Ed. Media Nº 02 DE 19 ""Arturo Jauretche""",8
social organization,-58.4488554478154,-34.6602608038898,"Club de Jóvenes Fátima, Escuela Nº 21 D.E. 19",8
social organization,-58.4563451886739,-34.6561853182183,"Club de Jóvenes Carrillo, Centro Educativo Comunitario Ramón Carrillo",8
social organization,-58.4355430864859,-34.6466269741688,"Centro de Actividades Infantiles (CAI) 13, Escuela N° 4 D.E. 19",7
social organization,-58.4660935597277,-34.6767899455271,"CAI 12, Escuela N° 19 D.E. 21 ""Asociación Civil AFOC""",8
social organization,-58.4659149584941,-34.6801707688558,"Escuela N° 5 D.E. 21 ""Armada Argentina""",8
social organization,-58.4575257351622,-34.6458734029936,Centro de Actividades Infantiles (CAI) Nº 7 - Escuela N° 4 D.E. 11,7
social organization,-58.4500603757457,-34.6431324008519,CAI 3 Escuela N° 22 D.E. 11,7
social organization,-58.3769181665865,-34.5834596114393,Centro de Actividades Infantiles (CAI) Nº 2 Retiro,1
social organization,-58.4564782730416,-34.6562403125984,"Centro de Actividades Infantiles CAI, Centro Educativo Ramón Carrillo",8
social organization,-58.3821314260938,-34.6355885485069,"Centro Educativo para Niños con Trastornos Emocionales Severos (CENTES) Nº 1,  Hospital Tobar García",4
social organization,-58.4954679767633,-34.6700737054185,"Equipo Zonal de Fortalecimiento de Vínculos Ciudad Oculta, Min. Desarrollo Social GCBA",8
social organization,-58.4414750012,-34.6435785016659,"Equipo Zonal de Fortalecimiento de Vínculos Bajo Flores, Ministerio de Desarrollo Social del GCBA",7
social organization,-58.4999654395322,-34.6424401069434,"Equipo Zonal de Fortalecimiento de Vínculos, Ministerio de  Desarrollo Social CGBA",10
social organization,-58.4521187548072,-34.6785121691624,Servicio Social Zonal N° 8,8
social organization,-58.4431343201623,-34.6649307989528,"Escuela N°17 D.E. N°19 ""Gaspar Lucilo Benavento""",8
social organization,-58.4955010466388,-34.6662247584012,Cuartel de Bomberos Nº 8,9
social organization,-58.4895331025214,-34.6700961595592,Feria Barrio General Belgrano Villa 15,8
social organization,-58.4921776984442,-34.6687168976019,Tu lugar Aliento de Vida,8
social organization,-58.4969679477462,-34.6763504156459,Comedor Asociación Civil Wiliams Morris,8
social organization,-58.4850783609416,-34.6834605122229,Comedor Arco Iris de Inta,8
social organization,-58.4429344694698,-34.6675979272555,Asociación Indígena y Grupo Vulnerable,8
social organization,-58.450696482009,-34.6560017214448,San Expedito,8
social organization,-58.450696482009,-34.6560017214448,Santa Teresita,8
social organization,-58.4430484706852,-34.6648777808615,"JIC N°3 DE.19 ""José Soldati""",8
social organization,-58.4485739439377,-34.6605006432079,"Escuela Primaria Común N° 21 ""Guillermo José Barros"" - Centro Educativo de Nivel Secundario (CENS) N° 71",8
social organization,-58.4430484706852,-34.6648777808615,"JIC N°3 DE.19 ""José Soldati""",8
social organization,-58.4506233330682,-34.6609242669865,Comedor La Cuevita de los Sueños,8
social organization,-58.4923948533874,-34.6709561838729,Jardín Los Abuelos,8
social organization,-58.492401981636,-34.6689178626782,Asociación Civil Emanuel Acecci,8
social organization,-58.3837108353086,-34.5829272841359,Centro Cultural Koesuyana,1
social organization,-58.4910170188421,-34.6721937276576,Nuestro Lugar en el Mundo,8
social organization,-58.4531506793115,-34.6624028427078,Unidad de Orientación y Denuncia del Ministerio Público Fiscal,8
social organization,-58.4488476475223,-34.6605889250052,"Escuela de Educación Especial N° 7 ""Juan XXIII"" D.E. 19",8
social organization,-58.4570977091646,-34.6574327603325,Comedor Mi Pequeño Hogar,8
social organization,-58.4558377266507,-34.6585943744847,"Escuela Primaria Común N° 19 ""José Martí""",8
social organization,-58.4953740990624,-34.6763482391289,Ha Nacido tu Luz como el Alba,8
social organization,-58.4936145556166,-34.6703173058753,Volver a Vivir,8
social organization,-58.4696837117665,-34.6549224638127,Centro de Primera Infancia (CPI) Semillitas de Esperanza,9
social organization,-58.4576717661341,-34.6534476321818,Comedor Frutillitas de Amor,7
social organization,-58.4545368766948,-34.6645247378674,Antorcha de La Fe,8
social organization,-58.48712654021,-34.6838942479568,Centro de Primera Infancia (CPI) Ositos Cariñosos,8
social organization,-58.489402084925,-34.6698187273621,Asociación Civil David,8
social organization,-58.4677131633877,-34.6781915698629,Grupo Comunitario Manos Latinas,8
social organization,-58.4677509041247,-34.678866637001,Radio Panamericana FM 90.7 Cadena 96.1,8
social organization,-58.4510162102808,-34.6638503593237,Cooperativa de Trabajo 4 de Septiembre Limitada,8
social organization,-58.472900840021,-34.6587764109017,Unión Vecinal Cildáñez (UVC),9
social organization,-58.4514865696415,-34.6635998950986,Incubadora de Empresas de Base Social Los Piletones,8
social organization,-58.4547817986838,-34.6646000237144,"San Cayetano, Guardería infantil",8
social organization,-58.4548747576658,-34.6645380110941,Comedor Los Piletones,8
social organization,-58.4711487366744,-34.6773245193533,Cooperativa 25 de Marzo,8
social organization,-58.474201835595,-34.6584918024391,El Portal a la Sabiduría,9
social organization,-58.4720728267721,-34.6587532203586,Los Hijos de Juana Azurduy Asociación Civil / Centro Comunitario Dame tu Mano,9
social organization,-58.4741892972657,-34.6601252024599,CeSAC N° 14,9
social organization,-58.4556365516886,-34.6638453059498,Centro Policultural Comunitario Piletones,8
social organization,-58.4549807828839,-34.6647520181545,"Centro de Salud Angela Palmisano, de la Fundación Margarita Barrientos",8
social organization,-58.4745151680879,-34.6570985153757,No Somos Invisibles por la Inclusión Social,9
social organization,-58.4635522248685,-34.685008336651,Biblioteca Álvaro Yunque,8
social organization,-58.4430484248401,-34.6650719496056,"Comedor ""Solcito""",8
social organization,-58.4465247214495,-34.6666250890309,Al Servicio de Soldati por Trabajo y Educacion,8
social organization,-58.4864628632053,-34.6847376673982,"CIAC Barrio INTA, CeSAC Nº 29",8
social organization,-58.4949418295629,-34.6705525063969,"CIAC Ciudad Oculta, CeSAC Nº 5",8
social organization,-58.4556307143636,-34.6580707194232,CIAC Soldati,8
social organization,-58.4409471398801,-34.6667729578994,CIAC Villa Soldati CeSAC Nº 6,8
social organization,-58.4642246557181,-34.6845759138972,"CIAC Lugano, CeSAC Nº 3",8
social organization,-58.4512226149578,-34.6639269106383,Casa Lucero,8
social organization,-58.4770737967421,-34.6610585117677,"Asociación Vecinal y Biblioteca Escalada, ""Club Torino""",8
social organization,-58.4733300770633,-34.6584537508843,Capilla Inmaculada Concepción,9
social organization,-58.4764170187456,-34.6595869962834,Jardín Virgencita de Luján,9
social organization,-58.4734506894329,-34.6581187672901,Centro de Primera Infancia - CPI La Tortuga Manuelita,9
social organization,-58.4727588967064,-34.6604644483643,Andando Cildáñez,9
social organization,-58.476419200613,-34.6595869960379,Parroquia Madre de Dios,9
social organization,-58.4752736947289,-34.658696051782,"Escuela Nº 8 ""Reino de Tailandia""",9
social organization,-58.4714373308095,-34.6584347006562,"La Candela, merendero",9
social organization,-58.4570608448557,-34.655699660378,Sede Parroquial Virgen Inmaculada,8
social organization,-58.4564497659716,-34.6567044598479,Asociación Civil Cultural y Deportiva Madres por Carrillo,8
social organization,-58.441311897458,-34.6496828181375,Radio Molle FM 101.7,7
social organization,-58.4670020494213,-34.6301560646202,Oficina de Empleo N° 7,7
social organization,-58.3745969873828,-34.6068069558222,Dirección General de Empleo,1
social organization,-58.3936227604098,-34.6008117293744,Consulado General del Paraguay en Buenos Aires,3
social organization,-58.3878334801558,-34.6089089431277,Consulado General del Perú en Buenos Aires,1
social organization,-58.4062002902799,-34.6088948525934,Consulado General del Estado Plurinacional de Bolivia en Buenos Aires,3
social organization,-58.4600357610923,-34.6293630256955,"Bomberos, División Cuartel VIII Flores",7
social organization,-58.4583786007254,-34.6310591250152,Comisaría Nº 38,7
social organization,-58.4173139890733,-34.6446866194678,Comisaría Nº 34,4
social organization,-58.4418828835426,-34.6503183389035,Comedor Niños Felices,7
social organization,-58.4469299043132,-34.648899515166,Portal Inclusivo de la  Subsecretaría de Hábitat e Inclusión (SSHI),7
social organization,-58.4428056279742,-34.6506647343245,Iglesia Metodista Esperanza,7
social organization,-58.4549235703345,-34.6371892727157,Casa Flores,7
social organization,-58.4562561302685,-34.6581354770714,"CeSAC N° 24 ""Eva Perón""",8
social organization,-58.4560685105869,-34.6565443449167,Centro Comunitario Grillitos,8
social organization,-58.4525437647314,-34.6579943301599,Centro de capacitación para adolescentes y contención de niños Construyendo Sueños,8
social organization,-58.4527154649608,-34.6589827671173,Centro Comunitario El Pastorcito,8
social organization,-58.4510578167781,-34.6588856257761,"Centro de Primera Infancia CPI Estrellita, Asociación Civil",8
social organization,-58.4708235698615,-34.6560948894489,Centro de Primera Infancia CPI Reina Batata,9
social organization,-58.3771411406388,-34.6138571346056,Instituto de Formación Técnica Superior Nº 9,1
social organization,-58.379177185368,-34.6067179596871,Instituto de Formación Técnica Superior Nº 1,1
social organization,-58.3695009644414,-34.6166711525154,Centro de Formación Profesional N° 22,1
social organization,-58.3903702065297,-34.6177143948463,Centro de Formación Profesional Nº 22,1
social organization,-58.4686286371626,-34.6658892765504,Asociación Civil Comunidad Proyecto de Vida,8
social organization,-58.4630623027315,-34.6729909073236,Comedor El Tupercito Viajero,8
social organization,-58.4657368254794,-34.6758507532213,Asociación Civil Lugano Crece,8
social organization,-58.4659740868731,-34.6770208054373,Polideportivo Villa 20,8
social organization,-58.4654448874056,-34.677452604234,Oficina de Orientación al Habitante de la Defensoría General de la Ciudad de Bs. As.,8
social organization,-58.4714183659308,-34.652347312673,"Escuela Primaria Común Nº 5 D.E. 13 ""Roberto Billinghurst""",9
social organization,-58.4531554208126,-34.6610124714555,Asociación Civil La Chispa,8
social organization,-58.4734314931378,-34.6581482458865,Subsecretaría de Deportes del Gobierno de la Ciudad,9
social organization,-58.4519323066084,-34.6605359616914,"Mujeres Unidas en Acción ""El Refugio""",8
social organization,-58.4509774014313,-34.6605359637641,Proyecto Comunidad,8
social organization,-58.3743236630234,-34.6183305967421,Centro de Formación Profesional (CFP) Nº 22,1
social organization,-58.3724918362825,-34.6077159636563,Centro de Formación Profesional (CFP) Nº 21,1
social organization,-58.4528120119048,-34.6589826848418,Capilla Virgen de Luján,8
social organization,-58.4534665287688,-34.6583473151016,Comedor La Fe,8
social organization,-58.4056196495066,-34.6543769160827,Casa Faro,4
social organization,-58.4310386718377,-34.6500596371914,Casa de las Madres Contra el Paco,7
social organization,-58.4702990587015,-34.639224278746,Casa Puerto,9
social organization,-58.4714085303638,-34.6699029202582,Centro Médico Barrial Nº 9,8
social organization,-58.4492624549167,-34.6604067916039,Consejería de salud sexual y reproductiva,8
social organization,-58.4676648568337,-34.6734786076539,Consejería de Salud Sexual y Reproductiva,8
social organization,-58.4789169482573,-34.6906573339541,Centro Médico Barrial Nº 15,8
social organization,-58.4849350798353,-34.6659027174594,Centro Médico Barrial Nº 28,8
social organization,-58.4460101873522,-34.6394443157619,Centro Médico Barrial 31,7
social organization,-58.4316815832487,-34.6410104643449,Centro Médico Barrial 8,7
social organization,-58.3761513272448,-34.6488318708268,Centro Médico Barrial 37,4
social organization,-58.4891622082986,-34.6716888915637,"Centro de Alfabetización, Educación Básica y Trabajo N° 35 - Jardín Maternal Sueñitos",8
social organization,-58.4891622082986,-34.6716888915637,Jardín Maternal N° 5 D.E. 20,8
social organization,-58.495384448415,-34.6701951508111,Jardín de Infantes Integral N° 3 D.E. 20,8
social organization,-58.4922253908013,-34.6666017637505,Programa Primera Infancia Nuestra Señora del Carmen,8
social organization,-58.384286539088,-34.6277703387644,Centro Médico Barrial Nº 14,1
social organization,-58.4545996436853,-34.6574427160314,Club de Jóvenes,8
social organization,-58.4957385580802,-34.670062815198,"Centro de Educación Temprana, Jardín de Infantes Integral Nº 3",9
social organization,-58.4658359490292,-34.6771084282223,"Centro de Educación Temprana, Escuela Infantil Nº 8",8
social organization,-58.4324942793659,-34.6484671695842,"Jardín Maternal Nº 6, Centro de Educación Temprana",7
social organization,-58.4810454790215,-34.690561660895,Centro de Educación Temprana,8
social organization,-58.4734394489787,-34.6580874885064,Programa Integral de Acción Comunitaria para barrios vulnerables de la UBA,9
social organization,-58.4921287508972,-34.6666723693294,"Jardín de Infantes Integral Nº 04 ""Pueblos Originarios"" D.E. 20",8
social organization,-58.4974100290489,-34.6686355630822,"Escuela de Jornada Completa N° 19 D.E. 20 ""Roma""",9
social organization,-58.3710077249881,-34.5892175208739,"Orquesta infanto-juvenil, Ministerio de Educación del Gobierno de la Ciudad",1
social organization,-58.4971525991854,-34.6687768004797,"Orquesta infanto-juvenil, Ministerio de Educación del Gobierno de la Ciudad",9
social organization,-58.5019097194422,-34.6674196984053,Oficina de Atención Descentralizada (OAD) Mataderos-Liniers de la Asesoría General Tutelar de la Ciudad,9
social organization,-58.4532844284843,-34.6363872383235,Hogar de Día N°28,7
social organization,-58.4536755623216,-34.6441284487822,"Hospital General de Agudos ""P. Piñeiro""",7
social organization,-58.4349324602773,-34.6466766860726,CeSAC N° 31,7
social organization,-58.4454731736433,-34.6450904803267,CeSAC N° 40,7
social organization,-58.442231028981,-34.6429434786769,CeSAC N° 19,7
social organization,-58.4922273738316,-34.66880838101,Proyecto Ciudad Oculta,8
social organization,-58.4410162555597,-34.6460429479877,"Escuela Primaria para Adultos N° 12 ""José Enrique Rodó""",7
social organization,-58.4664083606426,-34.686613279903,Orquesta infanto-juvenil,8
social organization,-58.4632423302086,-34.6888714173483,"Centro Cafayate de Educación No formal, Escuela Primaria Nº 15 D.E. 21",8
social organization,-58.4601828279327,-34.6417403101169,"Defensoría Comuna 7 del Consejo de Derechos de Niñas, Niños y Adolescentes",7
social organization,-58.5019097194422,-34.6674196984053,"Oficina de Atención Descentralizada, Asesoría General Tutelar, Ministerio Público Fiscal de la Ciudad",9
social organization,-58.4322816200071,-34.6477485822018,"Escuela Primaria Común N° 11 ""Ignacio Fermín Rodríguez""",4
social organization,-58.4355387610588,-34.6465115893855,"Escuela Primaria Común N° 4 ""Ricardo Güiraldes""",7
social organization,-58.4264123895345,-34.6461755936787,"Defensoría Comuna 4 del Consejo de Derechos de Niñas, Niños y Adolescentes",4
social organization,-58.4348238144174,-34.6590758117407,"Oficina de Atención Descentralizada de la Asesoría General Tutelar, Ministerio Público Fiscal de la Ciudad",8
social organization,-58.4679995130583,-34.6737632298895,CeSAC N° 18,8
social organization,-58.4547295113581,-34.6375452378519,Hogar de Día N°3,7
social organization,-58.4669257133237,-34.6302011392164,"Sede Comunal 7 (Ex CGP No. 7, Centro de Gestión y Participación Comunal)",7
social organization,-58.4273364557367,-34.6284791681639,SAME,7
social organization,-58.4383839431685,-34.649745640363,Centro de Acción Familiar (CAF) Simón Bolívar,7
social organization,-58.4310386718377,-34.6500596371914,Asociación Civil Hay Otra Esperanza,7
social organization,-58.4339416946758,-34.6470625415074,Sol Naciente,4
social organization,-58.4339844231459,-34.6474650427443,"Asociación de Mujeres, Organismos y Redes (A.M.O.R.)",7
social organization,-58.3767569682936,-34.5835284509543,Instituto Privado Comunidad Filii Dei,1
social organization,-58.4407024231387,-34.6461256436221,Orquesta infanto-juvenil,7
social organization,-58.4416600830651,-34.6496789123936,Comedor Mujeres Creando,7
social organization,-58.4372640238589,-34.6475702473437,Comedor Infantil Monseñor Enrique Angelleli,7
social organization,-58.4353995373721,-34.6469737245686,Casa de los Niños y de los Adolescentes,7
social organization,-58.376668401538,-34.5835903178334,Fundación Hogares Argentinos,1
social organization,-58.4375697800418,-34.6475318194211,Radio Comunitaria FM Bajo Flores 88.1,7
social organization,-58.434832337903,-34.6476253344855,Comedor La Casa de Barni,7
social organization,-58.441384753758,-34.6446051319255,Comedor Santa Rita,7
social organization,-58.441346360186,-34.6501342631322,Comedor Gauchito Gil,7
social organization,-58.4406020047024,-34.6451514433188,Gimnasio Jesús Romero,7
social organization,-58.4455241416258,-34.6497040369251,Comedor La Esperanza,7
social organization,-58.4384119633677,-34.647921770963,Comedor Portal de Belén,7
social organization,-58.4361185237538,-34.6484917212163,CPI Centro de Primera Infancia La Hormiguita Viajera,7
social organization,-58.439069080925,-34.6481963872975,CPI Centro de Primera Infancia Pamperito,7
social organization,-58.4663291017389,-34.6758895887378,Radio Conquistador FM 100.1,8
social organization,-58.4625481733917,-34.6722062109703,Grupo Comunitario Lorenza,8
social organization,-58.4668247265498,-34.6764066342273,Cooperativa Cardenal Samoré,8
social organization,-58.4621497080815,-34.6715859342014,Comedor 21 de Septiembre del Frente Darío Santillán,8
social organization,-58.3971282121243,-34.6524798123838,Escuela Infantil Nº 12 D.E. 5,4
social organization,-58.3967796642981,-34.651821576839,Escuela de Educación Media N° 6 D.E. 5 Polo Educativo Barracas,4
social organization,-58.3902619660253,-34.656562040101,"Escuela de Jornada Simple Nº 11 D.E. 5 ""República de Haití""",4
social organization,-58.4061902609572,-34.6548888362437,CFP Nº 15 - Centro Juvenil Padre Daniel de la Sierra de la Parroquia Nuestra Señora de Caacupé,4
social organization,-58.3792594033596,-34.6433067930166,"Club de Jóvenes de Barracas - Escuela Técnica Nº 10 ""Fray Luis Beltrán""",4
social organization,-58.39033828546,-34.6566116643091,"CAI Nº 4,  Centro de Actividades Infantiles – Escuela Nº 11 ""República de Haití""",4
social organization,-58.4162390118561,-34.6508457257984,Centro San José de la Parroquia Nuestra Señora de Caacupé,4
social organization,-58.4062666158624,-34.6548978859535,Centro Santa María de la Parroquia Nuestra Señora de Caacupé,4
social organization,-58.4062666158624,-34.6548978859535,Centro Juvenil Padre Daniel de la Sierra,4
social organization,-58.4062033624268,-34.6548726164894,Escuela de karate de la Parroquia Nuestra Señora de Caacupé,4
