LAT,LNG,ID,NOMBRE,CALLE,ALTURA,PISO_DEPTO,DIRECCION_NORMALIZADA,BARRIO,COMUNA,CP,CPA,DIAS_Y_HORARIO,TELEFONOS,EMAIL,WEB,ACTIVIDAD,OTRAS_ACTIDADES,DEPENDENCIA,PUBLICO,SECTOR
-34.56628936,-58.44614754,468,MUSEO DEL HOMBRE. INSTITUTO DE ANTROPOLOGIA Y PENSAMIENTO LATINOAMERICANO.,3 DE FEBRERO,1370,,3 DE FEBRERO 1370,PALERMO,COMUNA 14,1426,C1426BJN,LUNES A VIERNES DE 10:00 A 19:00HS,4782-7251 / 4783-6554,CONSULTAS@INAPL.GOB.AR,WWW.INAPL.GOB.AR,MUSEO,,SECRETARIA DE CULTURA. DIRECCION NACIONAL DE PATRIMONIO Y MUSEO.,GENERAL,ESTADO NACIONAL
-34.57649565,-58.42620162,498,MUSEO DE LOS PATRICIOS DE BUENOS AYRES - REGIMIENTO DE INFANTERIA N°1,"BULLRICH, INT. AV.",481,,"BULLRICH, INT. AV. 481",PALERMO,COMUNA 14,1425,C1425FTE,,"4576-5572, INTERNOS: 5448/5009/5325",CEREMONIAL@PATRICIOS.MIL.AR,WWW.PATRICIOSMIL.AR,MUSEO,,EJERCITO NACIONAL. MINISTERIO DE DEFENSA.,GENERAL,ESTADO NACIONAL
-34.5807283,-58.41468169,464,MUSEO EVITA. INSTITUTO NACIONAL DE INVESTIGACIONES HISTORICAS EVA PERON.,LAFINUR,2988,,LAFINUR 2988,PALERMO,COMUNA 14,1425,C1425FAB,MARTES A DOMINGOS DE 11:00 A 19:00,4807-9433,,WWW.MUSEOEVITA.ORG,MUSEO,,DIRECCION NACIONAL DE PATRIMONIO Y MUSEOS. SECRETARIA DE CULTURA.,GENERAL,ESTADO NACIONAL
-34.57164455,-58.43461499,1792,MUSEO HISTORICO DEL REGIMIENTO GRANADEROS A CABALLO GENERAL SAN MARTIN,"CAMPOS, LUIS M. AV.",554,,"CAMPOS, LUIS M. AV. 554",PALERMO,COMUNA 14,1426,C1426BOQ,,4576-5660 / 4576 5663/69,MUSEOGRANADEROS@GMAIL.COM,,MUSEO,,PRESIDENCIA DE LA NACION,GENERAL,ESTADO NACIONAL
-34.58244187,-58.40085554,481,MUSEO NACIONAL DE ARTE DECORATIVO,DEL LIBERTADOR AV.,1902,,DEL LIBERTADOR AV. 1902,PALERMO,COMUNA 14,1425,C1425AAS,MARTES A DOMINGOS DE 14:00 A 19:00,4801-8248 / 4802-6606 / 4806-8306,MUSEO@MNAD.ORG,WWW.MNAD.ORG,MUSEO,,,GENERAL,ONG
-34.56889948,-58.44191931,1457,MUSICARTE XXI,11 DE SEPTIEMBRE DE 1888,988,,11 DE SEPTIEMBRE DE 1888 988,PALERMO,COMUNA 14,1426,C1426BKF,LUNES A VIERNES DE 9 A 22,4779-2021,INFO@MUSICARTEXXI.COM,,ESPACIO DE FORMACION (SEMINARIOS Y TALLERES),,,GENERAL,PRIVADO
-34.58298123,-58.42179548,1342,MYTHOS LIBROS,GUEMES,4374,,GUEMES 4374,PALERMO,COMUNA 14,1425,C1425BLD,,4832-3705,MYTHOSLIBROS@YAHOO.COM.AR,WWW.MYTHOSLIBROS.COM.AR,LIBRERIA,,,GENERAL,PRIVADO
-34.58724103,-58.43872979,1229,NICETO CLUB,"VEGA, NICETO, CNEL. AV.",5510,,"VEGA, NICETO, CNEL. AV. 5510",PALERMO,COMUNA 14,1414,C1414BFD,,4779-9396,INFO@NICETOCLUB.COM,WWW.NICETOCLUB.COM,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.58381612,-58.43409345,1223,NOAVESTRUZ,HUMBOLDT,1857,,HUMBOLDT 1857,PALERMO,COMUNA 14,1414,C1414CTS,,4777-6956,HOLA@NOAVESTRUZ.COM.AR,HTTP://NOAVESTRUZ.ORG.AR,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.58616229,-58.42599921,1334,OTRAS LETRAS,SOLER,4796,,SOLER 4796,PALERMO,COMUNA 14,1425,C1425BXF,LUNES A VIERNES 12 A 20HS / SABADOS 14 A 20HS,011-20602942,INFO@LIBRERIAOTRASLETRAS.COM,WWW.LIBRERIAOTRASLETRAS.COM,LIBRERIA,,,OTROS,PRIVADO
-34.56743386,-58.43652217,1350,PARADIGMA LIBROS,MAURE,1786,,MAURE 1786,PALERMO,COMUNA 14,1426,C1426CUF,,4777-2746,INFO@PARADIGMALIBROS.COM.AR,WWW.PARADIGMALIBROS.COM.AR,LIBRERIA,,,GENERAL,PRIVADO
-34.56716153,-58.43518674,1353,PARADIGMA LIBROS. SUCURSAL SOLDADO DE LA INDEPENDENCIA.,SOLDADO DE LA INDEPENDENCIA,826,,SOLDADO DE LA INDEPENDENCIA 826,PALERMO,COMUNA 14,1426,C1426BTJ,,4774-5565,INFO@PARADIGMALIBROS.COM,WWW.PARADIGMALIBROS.COM,LIBRERIA,,,GENERAL,PRIVADO
-34.57728022,-58.40211904,812,PELO MUSIC,ORTIZ DE OCAMPO AV.,3050,PISO 2,ORTIZ DE OCAMPO AV. 3050,PALERMO,COMUNA 14,1425,C1425DSS,LUNES A VIERNES DE 10:00 A 18:00,4806-1776,INFO@PELOMUSIC.COM,HTTP://WWW.PELOMUSIC.COM/,SELLO DISCOGRAFICO,,,GENERAL,PRIVADO
-34.58486971,-58.42456851,666,PEÑA LOS CARDONES,"BORGES, JORGE LUIS",2180,,"BORGES, JORGE LUIS 2180",PALERMO,COMUNA 14,1425,C1425FFD,MIERCOLES A SABADOS DE 21:00 A 06:00 AM,4777-1112,INFO@CARDONES.COM.AR,WWW.CARDONES.COM.AR,PEÑA,,,GENERAL,PRIVADO
-34.58528607,-58.41558709,2006,PENELOPE LIBROS,SANTA FE AV.,3673,,SANTA FE AV. 3673,PALERMO,COMUNA 14,1425,C1425BGL,,4831-8538,LIBRERIAPENELOPE@HOTMAIL.COM,,LIBRERIA,,,GENERAL,PRIVADO
-34.58584994,-58.41473856,1519,PICCOLO Y SAXO,SANTA FE AV.,3591,,SANTA FE AV. 3591,PALERMO,COMUNA 14,1425,C1425BGK,,4832-5009,,,DISQUERIA,,,GENERAL,PRIVADO
-34.58526278,-58.43882412,814,PINHEAD RECORDS,"CABRERA, JOSE A.",5674,,"CABRERA, JOSE A. 5674",PALERMO,COMUNA 14,1414,C1414BHF,,3535-0570,INFO@PINHEADRECORDS.COM.AR,WWW.PINHEADRECORDS.COM.AR,SELLO DISCOGRAFICO,,,GENERAL,PRIVADO
-34.56969457,-58.41170851,125,"PLANETARIO DE LA CIUDAD DE BUENOS AIRES ""GALILEO GALILEI""",SARMIENTO AV.,0,,"SARMIENTO AV. Y ROLDAN, BELISARIO AV.",PALERMO,COMUNA 14,0,0,MARTES A DOMINGOS DE 10:30 A 19:00,4771-6629 // 4772-9265,PRENSAPLANETARIO@BUENOSAIRES.GOB.AR,HTTP://WWW.PLANETARIO.GOB.AR,PLANETARIO,,MINISTERIO DE CULTURA - PLANETARIO,GENERAL,ESTADO MUNICIPAL
-34.58927077,-58.42944535,816,PROMETEO LIBROS. SUCURSAL HONDURAS.,HONDURAS,4912,,HONDURAS 4912,PALERMO,COMUNA 14,1414,C1414BMP,LUNES A JUEVES DE 10:00 A 21:00 VIERNES Y SABADOS DE 10:00 A 22:00 DOMINGOS DE 12:00 A 20:00,4833-1771,,WWW.PROMETEOLIBROS.COM,LIBRERIA,,,GENERAL,PRIVADO
-34.57643921,-58.40454426,1628,QUEEN CARROUSEL,"FIGUEROA ALCORTA, PRES. AV.",0,,"FIGUEROA ALCORTA, PRES. AV. Y SALGUERO, JERONIMO",PALERMO,COMUNA 14,0,0,"DOMINGOS A JUEVES DE 10:00 A 23:00 VIERNES, SABADOS Y VISPERAS DE FERIADO DE 10:00 A 1:00",,,,CALESITA,,,NIÑOS,PRIVADO
-34.58541451,-58.42890465,897,RADIO 10 AM 710,URIARTE,1899,,URIARTE 1899,PALERMO,COMUNA 14,1414,C1414DAU,,4833-8800/58,DIRECTOR@RADIO10.COM.AR,HTTP://RADIO10.INFOBAE.COM/,RADIO LOCAL (AM Y FM),,,GENERAL,PRIVADO
-34.57727191,-58.43907668,893,RADIO AMERICA AM 1190,AMENABAR,23,,AMENABAR 23,PALERMO,COMUNA 14,1426,C1426AIA,,4779-1190,CONTACTO@AMRADIOAMERICA.COM,WWW.ESTOESAMERICA.COM,RADIO LOCAL (AM Y FM),,,GENERAL,PRIVADO
-34.58211865,-58.4408453,890,RADIO DEL PLATA AM 1030,GORRITI,5963,,GORRITI 5963,PALERMO,COMUNA 14,1414,C1414BKK,,5279-4600,,WWW.AMDELPLATA.COM,RADIO LOCAL (AM Y FM),,,GENERAL,PRIVADO
-34.58147408,-58.43907442,905,RADIO PALERMO FM 94.7,"RAVIGNANI, EMILIO, DR.",1732,,"RAVIGNANI, EMILIO, DR. 1732",PALERMO,COMUNA 14,1414,C1414CPP,,4899-1672,INFO@RADIOPALERMO.COM.AR,WWW.RADIOPALERMO.COM.AR,RADIO LOCAL (AM Y FM),,,GENERAL,PRIVADO
-34.57765728,-58.42840819,813,RANDOM RECORDS,SANTA FE AV.,4870,PISO 2 DPTO 9,SANTA FE AV. 4870,PALERMO,COMUNA 14,1425,C1425BHX,,4778-3344,INFO@RANDOMRECORDS.COM.AR,WWW.RANDOMRECORDS.COM.AR,SELLO DISCOGRAFICO,,,GENERAL,PRIVADO
-34.58035178,-58.4359323,988,SALADO MEDIA,"CARRANZA, ANGEL JUSTINIANO",1970,,"CARRANZA, ANGEL JUSTINIANO 1970",PALERMO,COMUNA 14,1414,C1414COX,,5411-4771 / 7304,,WWW.ES.SALADOMEDIA.COM,PRODUCTORA AUDIOVISUAL,,,ADULTOS,PRIVADO
-34.56851475,-58.43883028,2021,SAN BENITO,VILLANUEVA,955,,VILLANUEVA 955,PALERMO,COMUNA 14,1426,C1426BMA,,,,,LIBRERIA,,,GENERAL,PRIVADO
-34.56949367,-58.44278844,2023,SAN ROMAN,3 DE FEBRERO,990,,3 DE FEBRERO 990,PALERMO,COMUNA 14,1426,C1426BJF,,4771-2236,MILDLDSANROMAN2@HOTMAIL.COM,,LIBRERIA,,,GENERAL,PRIVADO
-34.58537828,-58.42574792,1066,SIGLO VEINTIUNO EDITORES,GUATEMALA,4824,,GUATEMALA 4824,PALERMO,COMUNA 14,1425,C1425BUP,,4770-9090,,WWW.SIGLOXXIEDITORES.COM.AR,EDITORIAL,,,,PRIVADO
-34.581202,-58.43792541,806,S-MUSIC,EL SALVADOR,5863,,EL SALVADOR 5863,PALERMO,COMUNA 14,1414,C1414BQI,LUNES A VIERNES DE 9:00 A 18:00,4778-1015,INFO@S-MUSICRECORDS.COM,HTTP://WWW.S-MUSICRECORDS.COM/,SELLO DISCOGRAFICO,,,GENERAL,PRIVADO
-34.58912426,-58.43282296,284,SPORTIVO TEATRAL,THAMES,1426,,THAMES 1426,PALERMO,COMUNA 14,1414,C1414DDD,JUEVES A DOMINGOS DE 17:00 A 23:00,4833-3585,SPORTIVOTEATRAL@HOTMAIL.COM,WWW.SPORTIVOTEATRAL.COM.AR,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.59211399,-58.43164472,1245,TADRON TEATRO,"VEGA, NICETO, CNEL.",4802,,"VEGA, NICETO, CNEL. 4802",PALERMO,COMUNA 14,1414,C1414BEF,,4777-7976,TADRONTEATRO@HOTMAIL.COM,HTTP://TADRONTEATRO.BLOGSPOT.COM.AR,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.58302268,-58.44076549,246,TEATRO ABSURDO DE PALERMO,"RAVIGNANI, EMILIO, DR.",1557,,"RAVIGNANI, EMILIO, DR. 1557",PALERMO,COMUNA 14,1414,C1414CPK,,4779-1156,ABSURDO.PALERMO@GMAIL.COM,WWW.ABSURDOPALERMO.BLOGSPOT.COM,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.58582814,-58.43640561,1075,TEATRO LA GALERA,HUMBOLDT,1591,,HUMBOLDT 1591,PALERMO,COMUNA 14,1414,C1414CTM,LUNES A SABADOS DE 10:00 A 20:00,4771-9295,INFO@LAGALERAENCANTADA.COM.AR,WWW.LAGALERAENCANTADA.COM.AR,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.56384943,-58.44217777,288,TEATRO ORFEO,"CAMPOS, LUIS M. AV.",1375,PISO 1 DPTO 4,"CAMPOS, LUIS M. AV. 1375",PALERMO,COMUNA 14,1426,C1426BOL,MIERCOLES A DOMINGOS DE 10:00 A 19:OO,4786-6569,TEATROORFEO@GMAIL.COM,WWW.TEATROORFEO.BLOGSPOT.COM,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.58122385,-58.4330388,266,TEATRO PICCOLINO,FITZ ROY,2056,,FITZ ROY 2056,PALERMO,COMUNA 14,1414,C1414CIF,LUNES A VIERNES DE 15:00 A 20:00 SABADOS Y DOMINGOS: FUNCIONES HASTA LAS 23:00,4770-0353,TEATRO@ELPICCOLINO.COM.AR,WWW.ELPICCOLINO.COM.AR,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.5792152,-58.41891383,108,TEATRO SARMIENTO,SARMIENTO AV.,2715,,SARMIENTO AV. 2715,PALERMO,COMUNA 14,1425,C1425FGB,MARTES A DOMINGOS DE 8:00 A 23:00 LUNES DE 7:00 A 17:00,4801-1992 // 4808-9479,TEATROSARMIENTO@COMPLEJOTEATRAL.GOB.AR,WWW.COMPLEJOTEATRAL.GOB.AR,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,MINISTERIO DE CULTURA - COMPLEJO TEATRAL DE BUENOS AIRES,GENERAL,ESTADO MUNICIPAL
-34.58361585,-58.43337156,232,TEATRO TALLER EL GRITO,COSTA RICA,5459,,COSTA RICA 5459,PALERMO,COMUNA 14,1414,C1414BTA,"VIERNES, SABADOS Y DOMINGOS DESDE LAS 20:00",15-4989-2620,,WWW.QUELIBERTHOLD.COM.AR,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.58825109,-58.42956246,862,TEMPO DISQUERIA,"BORGES, JORGE LUIS",1666,,"BORGES, JORGE LUIS 1666",PALERMO,COMUNA 14,1414,C1414DGB,,4834-6922,,,DISQUERIA,,,GENERAL,PRIVADO
-34.58824198,-58.41473552,1227,THELONIUS CLUB,"SALGUERO, JERONIMO",1884,PISO 1,"SALGUERO, JERONIMO 1884",PALERMO,COMUNA 14,1425,C1425DEP,MIERCOLES A DOMINGOS DE 20:00 AL CIERRE,4829-1562,INFO@THELONIOUS.COM.AR,WWW.THELONIOUS.COM.AR,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.58709729,-58.43893592,1263,THE ROXY LIVE,"VEGA, NICETO, CNEL. AV.",5542,,"VEGA, NICETO, CNEL. AV. 5542",PALERMO,COMUNA 14,1414,C1414BFD,,4777-0997,INFO@THEROXYLIVE.COM.AR,WWW.THEROXYBAR.COM.AR,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.57819043,-58.4111114,805,TROVA INDUSTRIAS MUSICALES,"SEGUI, JUAN FRANCISCO",3745,PISO 5 DPTO A,"SEGUI, JUAN FRANCISCO 3745",PALERMO,COMUNA 14,1425,C1425ACE,LUNES A VIERNES DE 10:00 A 19:00,4808-0966,TROVAMUSIC@FIBERTEL.COM.AR,HTTP://WWW.MISITIO.FIBERTEL.COM.AR/TROVA/INDEX.SHTML,SELLO DISCOGRAFICO,,,GENERAL,PRIVADO
-34.597766,-58.41610289,1451,UNIVERSIDAD DE PALERMO - FACULTAD DE CIENCIAS SOCIALES - DISEÑO Y COMUNICACION,CORDOBA AV.,3501,,CORDOBA AV. 3501,PALERMO,COMUNA 14,1188,C1188AAB,LUNES A VIERNES DE 9 A 22,4968-4600,INFORMES@PALERMO.EDU,WWW.PALERMO.EDU,ESPACIO DE FORMACION (SEMINARIOS Y TALLERES),,,GENERAL,PRIVADO
-34.5876417,-58.42010577,127,VARELA VARELITA,"SCALABRINI ORTIZ, RAUL AV.",2102,,"SCALABRINI ORTIZ, RAUL AV. 2102",PALERMO,COMUNA 14,1425,C1425DBP,,,,,BAR NOTABLE,,,GENERAL,PRIVADO
-34.58777534,-58.4203195,2106,VARELA VARELITA.,"SCALABRINI ORTIZ, RAUL AV.",2100,,"SCALABRINI ORTIZ, RAUL AV. 2100",PALERMO,COMUNA 14,1425,C1425DBO,,,,,BAR ELEMENTO,,,,
-34.58547461,-58.43654198,300,VELMA CAFE,GORRITI,5520,,GORRITI 5520,PALERMO,COMUNA 14,1414,C1414BKD,MARTES A DOMINGOS DE 18:00 AL CIERRE,4772-4690,INFO@VELMACAFE.COM.AR,WWW.VELMACAFE.COM.AR,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.57543551,-58.4197071,998,V & R EDITORAS S.A.,DEMARIA,4412,,DEMARIA 4412,PALERMO,COMUNA 14,1425,C1425AEB,,4778-9444,INFO@VREDITORAS.COM,WWW.VREDITORAS.COM,EDITORIAL,,,,PRIVADO
-34.59559438,-58.42778308,1855,VUELA EL PEZ,CORDOBA AV.,4379,,CORDOBA AV. 4379,PALERMO,COMUNA 14,1414,C1414BAB,,4774-6834,HOLA@CLUBVEP.COM.AR,WWW.FACEBOOK.COM/VUELAELPEZ,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,JOVENES Y ADULTOS,PRIVADO
-34.58645505,-58.43957903,903,X4 FM 104.3,"VEGA, NICETO, CNEL. AV.",5635,,"VEGA, NICETO, CNEL. AV. 5635",PALERMO,COMUNA 14,1414,C1414BFE,,4899-4040,X4RADIO@DATAFULL.COM,WWW.X4RADIO.COM,RADIO LOCAL (AM Y FM),,,GENERAL,PRIVADO
-34.58908138,-58.44808754,854,100 BARES,"LEMOS, JUAN GREGORIO, GRAL.",160,,"LEMOS, JUAN GREGORIO, GRAL. 160",CHACARITA,COMUNA 15,1427,C1427BQD,,4856-0111,PRENSA@100BARES.COM.AR,WWW.100BARES.COM,PRODUCTORA AUDIOVISUAL,,,ADULTOS,PRIVADO
-34.59398231,-58.43869816,990,16M EL ANGEL FILMS,SERRANO,820,PISO 3 DPTO D,SERRANO 820,VILLA CRESPO,COMUNA 15,1414,C1414DER,,4775-4377,,WWW.ELANGELFILMS.COM.AR,PRODUCTORA AUDIOVISUAL,,,ADULTOS,PRIVADO
-34.58312527,-58.44612801,838,25P FILMS,"ARENAL, CONCEPCION",3425,PISO 5 DPTO 6,"ARENAL, CONCEPCION 3425",CHACARITA,COMUNA 15,1427,C1427EKA,,,ANDY@25PFILMS.COM.AR,WWW.25PFILMS.COM.AR,PRODUCTORA AUDIOVISUAL,,,ADULTOS,PRIVADO
-34.57851688,-58.46013666,129,8 ESQUINAS,FOREST AV.,1186,,FOREST AV. 1186,CHACARITA,COMUNA 15,1427,C1427CEV,,4554-5129,INFO@OCHOESQUINAS.COM.AR,WWW.OCHOESQUINAS.COM.AR,BAR NOTABLE,,,GENERAL,PRIVADO
-34.58157718,-58.45195554,853,AL FIN DEL MUNDO,GIRIBONE,629,PISO 12,GIRIBONE 629,CHACARITA,COMUNA 15,1427,C1427CAA,,,INFO@ALFINDELMUNDO.COM.AR,WWW.ALFINDELMUNDO.COM.AR,PRODUCTORA AUDIOVISUAL,,,ADULTOS,PRIVADO
-34.60264593,-58.43493674,953,ALPHA CHANNEL,"FRIAS, EUSTOQUIO, TTE. GENERAL",263,PISO 10 DPTO 78,"FRIAS, EUSTOQUIO, TTE. GENERAL 263",VILLA CRESPO,COMUNA 15,1414,C1414DVE,,,INFO@ALPHACHANNEL.COM.AR,WWW.ALPHACHANNEL.COM.AR,PRODUCTORA AUDIOVISUAL,,,ADULTOS,PRIVADO
-34.59007662,-58.44028227,928,ARGENTINA CINE,DARWIN,1154,PISO 2 DPTO E,DARWIN 1154,VILLA CRESPO,COMUNA 15,1414,C1414CUX,,4858-0099 / 0568,INFO@ARGENTINACINE.COM,WWW.ARGENTINACINE.COM,PRODUCTORA AUDIOVISUAL,,,ADULTOS,PRIVADO
-34.58309184,-58.44906418,1235,"ASOCIACION LA NUBE, INFANCIA Y CULTURA","NEWBERY, JORGE AV.",3537,,"NEWBERY, JORGE AV. 3537",CHACARITA,COMUNA 15,1427,C1427EGB,LUNES A VIERNES DE 10:00 A 13:00 Y DE 15:00 A 19:00 SABADOS: 10:00 A 13:00,4552-4080,LANUBE@LANUBE.ORG.AR,WWW.LANUBE.ORG.AR,CENTRO CULTURAL,,,NIÑOS Y ADOLESCENTES,ONG
-34.58918837,-58.46616702,787,AZ EDITORA,MONTENEGRO,1335,,MONTENEGRO 1335,VILLA ORTUZAR,COMUNA 15,1427,C1427ANA,,4552-0505/9989,CONTACTO@AZ.COM.AR,WWW.AZ.COM.AR,EDITORIAL,,,GENERAL,PRIVADO
-34.59117709,-58.45308089,2118,BAR RODNEY,RODNEY,400,,RODNEY 400,CHACARITA,COMUNA 15,1427,C1427BNH,,,,,BAR IDENTIFICADO,,,,
-34.58240217,-58.44639919,858,BD CINE,ALVAREZ THOMAS AV.,198,PISO 2,ALVAREZ THOMAS AV. 198,CHACARITA,COMUNA 15,1427,C1427CCO,,4554-5182,PRENSA@BDCINE.NET,WWW.BDCINE.NET,PRODUCTORA AUDIOVISUAL,,,ADULTOS,PRIVADO
-34.58404787,-58.46166636,889,BDF BUEN DIA FILMS,GUEVARA,1282,,GUEVARA 1282,VILLA ORTUZAR,COMUNA 15,1427,C1427BSF,,3966-7074,CUCHO@BUENDIAFILMS.COM.AR,WWW.BUENDIAFILMS.COM.AR,PRODUCTORA AUDIOVISUAL,,,ADULTOS,PRIVADO
-34.59135611,-58.45036229,7,BIBLIOTECA BALDOMERO FERNANDEZ MORENO,"ARENAL, CONCEPCION",4206,PB,"ARENAL, CONCEPCION 4206",CHACARITA,COMUNA 15,1427,C1427EKR,LUNES A VIERNES DE 12:00 A 19:00 HS - SAB DOM Y FERIADOS: 9 A 20 HS,4855-7508,BIBLIOTECA_MORENO@BUENOSAIRES.GOB.AR,HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/CULTURA/DG_LIBRO,BIBLIOTECA,,"MINISTERIO DE CULTURA - DIRECCION GENERAL DEL LIBRO, BIBLIOTECAS Y PROMOCION DE LA LECTURA",GENERAL,ESTADO MUNICIPAL
-34.597966,-58.48242841,602,BIBLIOTECA CENTRAL DE LA FACULTAD DE AGRONOMIA (UBA),SAN MARTIN AV.,4453,,SAN MARTIN AV. 4453,AGRONOMIA,COMUNA 15,1417,C1417DSE,,4524-8013/8020,BIBLIOTE@AGRO.UBA.AR,WWW.AGRO.UBA.AR/BIBLIOTECA,BIBLIOTECA,,,GENERAL,PRIVADO
-34.59786888,-58.42981615,21,BIBLIOTECA JULIO CORTAZAR / CASA DE LA LECTURA,LAVALLEJA,924,PISO 1,LAVALLEJA 924,VILLA CRESPO,COMUNA 15,1414,C1414DTT,"LUNES A VIERNES DE 15:00 A 20:00 SABADOS, DOMINGOS Y FERIADOS DE 9:00 A 19:00",5197-5084,BIBLIOTECA_CORTAZAR@BUENOSAIRES.GOV.AR,HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/CULTURA/DG_LIBRO,BIBLIOTECA,,"MINISTERIO DE CULTURA - DIRECCION GENERAL DEL LIBRO, BIBLIOTECAS Y PROMOCION DE LA LECTURA",GENERAL,ESTADO MUNICIPAL
-34.59609595,-58.43763441,352,BIBLIOTECA POPULAR ALBERDI,ACEVEDO,666,,ACEVEDO 666,VILLA CRESPO,COMUNA 15,1414,C1414DJN,LUNES A VIERNES DE 14:00 A 19:00,4775-3325,BIBLIOTECAPOPULARALBERDI@YAHOO.COM.AR,WWW.BIBLIOTECAALBERDI.WEBS.COM,BIBLIOTECA,,,GENERAL,
-34.58661954,-58.47644345,206,BIBLIOTECA POPULAR EL RESPLANDOR,LLERENA,2727,,LLERENA 2727,PARQUE CHAS,COMUNA 15,1427,C1427DEG,LUNES A VIERNES DE 17:30 A 18:00,4521-8146,,,BIBLIOTECA,,,GENERAL,ONG
-34.5865994,-58.4512763,2051,BIBLIOTECA POPULAR EUSTAQUIO SANCHEZ,GUEVARA,464,,GUEVARA 464,CHACARITA,COMUNA 15,1427,C1427BRJ,,4553-3560,,,BIBLIOTECA,,,GENERAL,ASOCIACION CIVIL
-34.60513327,-58.4449108,204,BIBLIOTECA POPULAR GRAL. BENITO NAZAR,ANTEZANA,340,,ANTEZANA 340,VILLA CRESPO,COMUNA 15,1414,C1414EEH,LUNES A VIERNES DE 17:00 A 20:00,4854-8737,BIBLIOTECANAZAR@YAHOO.COM.AR,,BIBLIOTECA,,,GENERAL,ONG
-34.60288589,-58.46216575,205,BIBLIOTECA POPULAR JUAN MARIA BECCIU,"GRANADA, NICOLAS",1660,,"GRANADA, NICOLAS 1660",PATERNAL,COMUNA 15,1416,C1416FKB,MARTES A VIERNES DE 10:00 A 13:00 Y DE 15:00 A 19:00,4582-1232,BIBLIOTECABECCIU@YAHOO.COM.AR,WWW.LABECCIU.BLOGSPOT.COM.AR,BIBLIOTECA,,,GENERAL,ONG
-34.59615843,-58.47762082,576,BIBLIOTECA Y CENTRO MULTIMEDIA DE LA FACULTAD DE CIENCIAS VETERINARIAS UBA,CHORROARIN AV.,280,,CHORROARIN AV. 280,AGRONOMIA,COMUNA 15,1427,C1427CWO,LUNES A VIERNES DE 07:30 A 21:30 SABADOS DE 09:00 A 18:00,4524-8330,,WWW.FVET.UBA.AR/BIBLIOTECA,BIBLIOTECA,,FACULTAD DE CIENCIAS VETERINARIAS. UNIVERSIDAD DE BUENOS AIRES.,GENERAL,ESTADO NACIONAL
-34.58789993,-58.45234166,1700,BONUM,CORRIENTES AV.,6687,,CORRIENTES AV. 6687,CHACARITA,COMUNA 15,1427,C1427BPE,,4554-1414,MARINA@EDITORIALBONUM.COM.AR,WWW.EDITORIALBONUM.COM.AR,EDITORIAL,,,GENERAL,PRIVADO
-34.59867842,-58.43794741,842,BRANCALEONE PRODUCTORA,VERA,553,PB DPTO 4,VERA 553,VILLA CRESPO,COMUNA 15,1414,C1414AOK,,,INFO@BRANCALEONE.TV,WWW.BRANCALEONE.COM.AR,PRODUCTORA AUDIOVISUAL,,,ADULTOS,PRIVADO
-34.6009188,-58.44064971,845,BUFFALO FILMS,"SCALABRINI ORTIZ, RAUL AV.",140,,"SCALABRINI ORTIZ, RAUL AV. 140",VILLA CRESPO,COMUNA 15,1414,C1414DNO,,4855-1702 / 4855-1675,INFO@BUFFALOFILMS.COM.AR,WWW.BUFFALOFILMS.COM.AR,PRODUCTORA AUDIOVISUAL,,,ADULTOS,PRIVADO
-34.60086967,-58.44020723,1195,CADAQUES,"SCALABRINI ORTIZ, RAUL AV.",181,,"SCALABRINI ORTIZ, RAUL AV. 181",VILLA CRESPO,COMUNA 15,1414,C1414DNB,,4855-1893,CADAQUES18@YAHOO.COM.AR,,LIBRERIA,,,GENERAL,PRIVADO
-34.58440076,-58.45357258,138,CAFE PALACIO,"LACROZE, FEDERICO AV.",3901,,"LACROZE, FEDERICO AV. 3901",CHACARITA,COMUNA 15,1427,C1427EDE,LUNES A SABADO DE 8:00 A 24:00,4554-5529,,WWW.MUSEOFOTOGRAFICOSIMIK.COM,BAR NOTABLE,,,GENERAL,PRIVADO
